"TeamChartDetailD","TeamChartID","UPCID","DieRoll","ResultCodeID","Yards","OutOfBounds"
937891,940,68,32,1,"23",0
937892,940,68,33,1,"28",0
937893,940,68,34,1,"28",0
937894,940,68,35,1,"28",0
937895,940,68,36,1,"26",0
937896,940,68,37,1,"18",0
937897,940,68,38,1,"28",0
937898,940,68,39,1,"21",0
937899,940,69,10,1,"2",0
937900,940,69,11,1,"0",0
937901,940,69,12,5,"49",0
937902,940,69,13,1,"7",0
937903,940,69,14,5,"49",0
937904,940,69,15,2,"109",0
937905,940,69,16,1,"0",0
937906,940,69,17,1,"0",0
937907,940,69,18,1,"0",0
937908,940,69,19,1,"0",0
937909,940,69,20,1,"0",0
937910,940,69,21,1,"0",0
937911,940,69,22,1,"8",0
937912,940,69,23,5,"49",0
937913,940,69,24,1,"30",0
937914,940,69,25,2,"109",0
937915,940,69,26,1,"30",0
937916,940,69,27,1,"0",0
937917,940,69,28,1,"0",0
937918,940,69,29,1,"0",0
937919,940,69,30,1,"0",0
937920,940,69,31,2,"109",0
937921,940,69,32,2,"109",0
937922,940,69,33,1,"7",0
937923,940,69,34,1,"2",0
937924,940,69,35,1,"21",0
937925,940,69,36,1,"8",0
937926,940,69,37,1,"0",0
937927,940,69,38,1,"0",0
937928,940,69,39,1,"0",0
937929,940,70,10,1,"13",0
937930,940,70,11,1,"13",0
937931,940,70,12,1,"13",0
937932,940,70,13,1,"23",0
937933,940,70,14,1,"50",0
937934,940,70,15,2,"99",0
937935,940,70,16,1,"26",0
937936,940,70,17,1,"13",0
937937,940,70,18,1,"13",0
937938,940,70,19,1,"13",0
937939,940,70,20,1,"17",0
937940,940,70,21,1,"20",0
937941,940,70,22,1,"18",0
937942,940,70,23,1,"15",0
937943,940,70,24,1,"22",0
937944,940,70,25,1,"16",0
937945,940,70,26,1,"25",0
937946,940,70,27,1,"27",0
937947,940,70,28,1,"33",0
937948,940,70,29,1,"13",0
937949,940,70,30,1,"54",0
937950,940,70,31,1,"19",0
937951,940,70,32,1,"14",0
937952,940,70,33,1,"13",0
937953,940,70,34,1,"29",0
937954,940,70,35,1,"21",0
937955,940,70,36,1,"14",0
937956,940,70,37,1,"28",0
937957,940,70,38,1,"59",0
937958,940,70,39,1,"13",0
937959,940,71,10,5,"-6",0
937960,940,71,11,1,"-1",0
937961,940,71,12,1,"-6",0
937962,940,71,13,1,"-14",0
937963,940,71,14,1,"8",0
937964,940,71,15,1,"6",1
937965,940,71,16,5,"-10",0
937966,940,71,17,5,"-4",0
937967,940,71,18,1,"-7",0
937968,940,71,19,1,"-7",0
937969,940,71,20,1,"28",1
937970,940,71,21,1,"-9",0
937971,940,71,22,1,"3",0
937972,940,71,23,1,"8",1
937973,940,71,24,1,"-4",0
937974,940,71,25,1,"-10",0
937975,940,71,26,5,"-6",0
937976,940,71,27,1,"-7",0
937977,940,71,28,1,"16",1
937978,940,71,29,1,"2",0
937979,940,71,30,1,"-9",0
937980,940,71,31,1,"5",0
937981,940,71,32,1,"4",1
937982,940,71,33,1,"-7",0
937983,940,71,34,1,"0",0
937984,940,71,35,1,"4",0
937985,940,71,36,1,"1",0
937986,940,71,37,1,"5",0
937987,940,71,38,1,"10",1
937988,940,71,39,1,"-11",0
937989,940,72,10,13,"0",0
937990,940,72,11,13,"0",0
937991,940,72,12,13,"0",0
937992,940,72,13,13,"0",0
937993,940,72,14,13,"0",0
937994,940,72,15,12,"0",0
937995,940,72,16,12,"0",0
937996,940,72,17,12,"0",0
937997,940,72,18,12,"0",0
937998,940,72,19,12,"0",0
937999,940,72,20,12,"0",0
938000,940,72,21,12,"0",0
938001,940,72,22,12,"0",0
938002,940,72,23,12,"0",0
938003,940,72,24,12,"0",0
938004,940,72,25,12,"0",0
938005,940,72,26,12,"0",0
938006,940,72,27,12,"0",0
938007,940,72,28,12,"0",0
938008,940,72,29,12,"0",0
938009,940,72,30,12,"0",0
938010,940,72,31,12,"0",0
938011,940,72,32,12,"0",0
938012,940,72,33,13,"0",0
938013,940,72,34,13,"0",0
938014,940,72,35,13,"0",0
938015,940,72,36,12,"0",0
938016,940,72,37,13,"0",0
938017,940,72,38,13,"0",0
938018,940,72,39,13,"0",0
938019,940,73,10,12,"0",0
938020,940,73,11,12,"0",0
938021,940,73,12,13,"0",0
938022,940,73,13,12,"0",0
938023,940,73,14,12,"0",0
938024,940,73,15,12,"0",0
938025,940,73,16,12,"0",0
938026,940,73,17,12,"0",0
938027,940,73,18,12,"0",0
938028,940,73,19,12,"0",0
938029,940,73,20,12,"0",0
938030,940,73,21,12,"0",0
938031,940,73,22,12,"0",0
938032,940,73,23,12,"0",0
938033,940,73,24,12,"0",0
938034,940,73,25,12,"0",0
938035,940,73,26,12,"0",0
938036,940,73,27,12,"0",0
938037,940,73,28,12,"0",0
938038,940,73,29,12,"0",0
938039,940,73,30,12,"0",0
938040,940,73,31,12,"0",0
938041,940,73,32,12,"0",0
938042,940,73,33,12,"0",0
938043,940,73,34,13,"0",0
938044,940,73,35,12,"0",0
938045,940,73,36,12,"0",0
938046,940,73,37,12,"0",0
938047,940,73,38,12,"0",0
938048,940,73,39,12,"0",0
938049,940,103,1,1,"0",0
938050,940,103,2,1,"4",0
938051,940,103,3,1,"-3",0
938052,940,103,4,1,"25",0
938053,940,103,5,1,"22",0
938054,940,104,1,1,"4",0
938055,940,104,2,1,"0",0
938056,940,104,3,1,"-5",0
938057,940,104,4,14,"6",0
938058,940,104,5,14,"9",0
938059,940,106,1,1,"0",0
938060,940,106,2,1,"0",0
938061,940,106,3,1,"0",0
938062,940,106,4,12,"0",0
938063,940,106,5,13,"0",0
938064,940,107,1,1,"-1",0
938065,940,107,2,1,"0",0
938066,940,107,3,1,"0",0
938067,940,107,4,14,"7",0
938068,940,107,5,14,"6",0
938069,940,108,10,1,"0",0
938070,940,108,11,1,"0",0
938071,940,108,12,1,"0",0
938072,940,108,13,1,"0",0
938073,940,108,14,1,"0",0
938074,940,108,15,1,"0",0
938075,940,108,16,1,"0",0
938076,940,108,17,1,"0",0
938077,940,108,18,1,"0",0
938078,940,108,19,1,"4",0
938079,940,108,20,1,"0",0
938080,940,108,21,1,"0",0
938081,940,108,22,1,"0",0
938082,940,108,23,1,"4",0
938083,940,108,24,1,"0",0
938084,940,108,25,1,"0",0
938085,940,108,26,1,"0",0
938086,940,108,27,1,"0",0
938087,940,108,28,1,"0",0
938088,940,108,29,1,"0",0
938089,940,108,30,1,"0",0
938090,940,108,31,1,"0",0
938091,940,108,32,1,"0",0
938092,940,108,33,1,"0",0
938093,940,108,34,1,"0",0
938094,940,108,35,1,"0",0
938095,940,108,36,1,"0",0
938096,940,108,37,1,"0",0
938097,940,108,38,1,"0",0
938098,940,108,39,1,"0",0
938099,940,109,10,1,"0",0
938100,940,109,11,1,"0",0
938101,940,109,12,1,"0",0
938102,940,109,13,1,"0",0
938103,940,109,14,1,"0",0
938104,940,109,15,1,"0",0
938105,940,109,16,1,"0",0
938106,940,109,17,1,"0",0
938107,940,109,18,1,"0",0
938108,940,109,19,13,"0",0
938109,940,109,20,1,"0",0
938110,940,109,21,13,"0",0
938111,940,109,22,1,"0",0
938112,940,109,23,1,"0",0
938113,940,109,24,1,"0",0
938114,940,109,25,1,"0",0
938115,940,109,26,1,"0",0
938116,940,109,27,1,"0",0
938117,940,109,28,1,"0",0
938118,940,109,29,1,"0",0
938119,940,109,30,1,"0",0
938120,940,109,31,1,"0",0
938121,940,109,32,1,"0",0
938122,940,109,33,1,"0",0
938123,940,109,34,1,"0",0
938124,940,109,35,1,"0",0
938125,940,109,36,1,"0",0
938126,940,109,37,1,"0",0
938127,940,109,38,1,"0",0
938128,940,109,39,1,"0",0
938129,940,110,10,1,"0",0
938130,940,110,11,1,"0",0
938131,940,110,12,1,"0",0
938132,940,110,13,1,"0",0
938133,940,110,14,1,"0",0
938134,940,110,15,1,"0",0
938135,940,110,16,1,"0",0
938136,940,110,17,1,"0",0
938137,940,110,18,1,"0",0
938138,940,110,19,6,"5",0
938139,940,110,20,1,"0",0
938140,940,110,21,1,"0",0
938141,940,110,22,1,"0",0
938142,940,110,23,1,"0",0
938143,940,110,24,1,"0",0
938144,940,110,25,1,"0",0
938145,940,110,26,1,"0",0
938146,940,110,27,1,"0",0
938147,940,110,28,1,"0",0
938148,940,110,29,1,"0",0
938149,940,110,30,1,"0",0
938150,940,110,31,1,"0",0
938151,940,110,32,1,"0",0
938152,940,110,33,1,"0",0
938153,940,110,34,1,"0",0
938154,940,110,35,1,"0",0
938155,940,110,36,1,"0",0
938156,940,110,37,1,"0",0
938157,940,110,38,1,"0",0
938158,940,110,39,1,"0",0
938159,940,111,10,1,"0",0
938160,940,111,11,1,"0",0
938161,940,111,12,1,"0",0
938162,940,111,13,1,"0",0
938163,940,111,14,1,"0",0
938164,940,111,15,1,"0",0
938165,940,111,16,1,"0",0
938166,940,111,17,1,"0",0
938167,940,111,18,1,"0",0
938168,940,111,19,1,"0",0
938169,940,111,20,1,"0",0
938170,940,111,21,1,"0",0
938171,940,111,22,1,"0",0
938172,940,111,23,1,"0",0
938173,940,111,24,1,"0",0
938174,940,111,25,1,"0",0
938175,940,111,26,1,"0",0
938176,940,111,27,1,"0",0
938177,940,111,28,1,"0",0
938178,940,111,29,1,"0",0
938179,940,111,30,1,"0",0
938180,940,111,31,1,"0",0
938181,940,111,32,1,"0",0
938182,940,111,33,1,"0",0
938183,940,111,34,1,"0",0
938184,940,111,35,1,"0",0
938185,940,111,36,1,"0",0
938186,940,111,37,1,"0",0
938187,940,111,38,1,"0",0
938188,940,111,39,1,"0",0
938189,940,112,10,1,"0",0
938190,940,112,11,1,"0",0
938191,940,112,12,1,"0",0
938192,940,112,13,1,"0",0
938193,940,112,14,1,"0",0
938194,940,112,15,1,"0",0
938195,940,112,16,1,"0",0
938196,940,112,17,1,"0",0
938197,940,112,18,1,"0",0
938198,940,112,19,1,"0",0
938199,940,112,20,1,"0",0
938200,940,112,21,1,"0",0
938201,940,112,22,1,"0",0
938202,940,112,23,1,"0",0
938203,940,112,24,1,"0",0
938204,940,112,25,1,"0",0
938205,940,112,26,1,"0",0
938206,940,112,27,1,"0",0
938207,940,112,28,1,"0",0
938208,940,112,29,1,"0",0
938209,940,112,30,1,"0",0
938210,940,112,31,1,"0",0
938211,940,112,32,1,"0",0
938212,940,112,33,1,"0",0
938213,940,112,34,1,"0",0
938214,940,112,35,1,"0",0
938215,940,112,36,1,"0",0
938216,940,112,37,1,"0",0
938217,940,112,38,1,"0",0
938218,940,112,39,1,"0",0
938219,940,113,10,26,"0",0
938220,940,113,11,26,"0",0
938221,940,113,12,26,"0",0
938222,940,113,13,26,"0",0
938223,940,113,14,26,"0",0
938224,940,113,15,1,"0",0
938225,940,113,16,1,"0",0
938226,940,113,17,1,"0",0
938227,940,113,18,26,"0",0
938228,940,113,19,26,"0",0
938229,940,113,20,26,"0",0
938230,940,113,21,26,"0",0
938231,940,113,22,26,"0",0
938232,940,113,23,26,"0",0
938233,940,113,24,26,"0",0
938234,940,113,25,26,"0",0
938235,940,113,26,26,"0",0
938236,940,113,27,26,"0",0
938237,940,113,28,26,"0",0
938238,940,113,29,26,"0",0
938239,940,113,30,26,"0",0
938240,940,113,31,26,"0",0
938241,940,113,32,26,"0",0
938242,940,113,33,26,"0",0
938243,940,113,34,1,"0",0
938244,940,113,35,1,"0",0
938245,940,113,36,1,"0",0
938246,940,113,37,1,"0",0
938247,940,113,38,1,"0",0
938248,940,113,39,1,"0",0
938249,940,114,10,1,"19",1
938250,940,114,11,1,"18",0
938251,940,114,12,1,"22",0
938252,940,114,13,1,"22",0
938253,940,114,14,1,"28",0
938254,940,114,15,1,"16",0
938255,940,114,16,1,"14",0
938256,940,114,17,1,"21",1
938257,940,114,18,1,"14",0
938258,940,114,19,1,"19",1
938259,940,114,20,1,"14",0
938260,940,114,21,1,"14",0
938261,940,114,22,1,"14",0
938262,940,114,23,5,"4",0
938263,940,114,24,1,"19",1
938264,940,114,25,1,"19",1
938265,940,114,26,1,"14",0
938266,940,114,27,5,"9",0
938267,940,114,28,1,"14",0
938268,940,114,29,1,"14",0
938269,940,114,30,5,"13",0
938270,940,114,31,1,"-1",0
938271,940,114,32,1,"14",0
938272,940,114,33,1,"21",1
938273,940,114,34,1,"0",0
938274,940,114,35,1,"15",0
938275,940,114,36,1,"16",0
938276,940,114,37,1,"17",0
938277,940,114,38,1,"18",0
938278,940,114,39,1,"28",0
938279,941,1,10,1,"11",0
938280,941,1,11,1,"-3",0
938281,941,1,12,1,"3",0
938282,941,1,13,7,"10",0
938283,941,1,14,10,"0",0
938284,941,1,15,1,"-2",0
938285,941,1,16,1,"3",0
938286,941,1,17,7,"5",0
938287,941,1,18,6,"5",0
938288,941,1,19,6,"5X",0
938289,941,1,20,1,"3",0
938290,941,1,21,1,"-1",0
938291,941,1,22,1,"6",0
938292,941,1,23,1,"0",0
938293,941,1,24,1,"1",0
938294,941,1,25,1,"5",0
938295,941,1,26,10,"0",0
938296,941,1,27,1,"7",0
938297,941,1,28,1,"3",0
938298,941,1,29,1,"9",0
938299,941,1,30,1,"12",0
938300,941,1,31,1,"3",0
938301,941,1,32,1,"2",0
938302,941,1,33,1,"4",0
938303,941,1,34,1,"1",0
938304,941,1,35,1,"2",0
938305,941,1,36,1,"0",0
938306,941,1,37,1,"3",0
938307,941,1,38,1,"8",0
938308,941,1,39,6,"15",0
938309,941,2,10,7,"10",0
938310,941,2,11,1,"11",0
938311,941,2,12,1,"-3",0
938312,941,2,13,1,"1",0
938313,941,2,14,1,"0",0
938314,941,2,15,1,"4",0
938315,941,2,16,1,"-2",0
938316,941,2,17,7,"5",0
938317,941,2,18,6,"15",0
938318,941,2,19,6,"5",0
938319,941,2,20,1,"10",0
938320,941,2,21,1,"8",0
938321,941,2,22,1,"1",0
938322,941,2,23,10,"0",0
938323,941,2,24,1,"2",0
938324,941,2,25,1,"4",0
938325,941,2,26,1,"1",0
938326,941,2,27,1,"4",0
938327,941,2,28,1,"-1",0
938328,941,2,29,7,"15",0
938329,941,2,30,1,"12",0
938330,941,2,31,1,"3",0
938331,941,2,32,1,"2",0
938332,941,2,33,1,"3",0
938333,941,2,34,1,"0",0
938334,941,2,35,1,"5",0
938335,941,2,36,10,"0",0
938336,941,2,37,1,"1",0
938337,941,2,38,1,"9",0
938338,941,2,39,1,"7",0
938339,941,3,10,1,"10",1
938340,941,3,11,7,"15",0
938341,941,3,12,10,"0",0
938342,941,3,13,7,"10",0
938343,941,3,14,1,"3",0
938344,941,3,15,1,"3",0
938345,941,3,16,1,"11",1
938346,941,3,17,1,"-4",1
938347,941,3,18,6,"15",0
938348,941,3,19,6,"5",0
938349,941,3,20,1,"8",0
938350,941,3,21,10,"0",0
938351,941,3,22,1,"-1",0
938352,941,3,23,1,"-2",0
938353,941,3,24,1,"5",1
938354,941,3,25,1,"-3",0
938355,941,3,26,1,"6",0
938356,941,3,27,10,"0",0
938357,941,3,28,1,"9",0
938358,941,3,29,1,"12",0
938359,941,3,30,10,"0",0
938360,941,3,31,10,"0",0
938361,941,3,32,1,"5",0
938362,941,3,33,1,"3",0
938363,941,3,34,1,"2",0
938364,941,3,35,1,"1",0
938365,941,3,36,1,"4",0
938366,941,3,37,7,"10",0
938367,941,3,38,1,"0",0
938368,941,3,39,7,"5",0
938369,941,4,10,1,"2",0
938370,941,4,11,1,"4",0
938371,941,4,12,1,"3",0
938372,941,4,13,1,"4",0
938373,941,4,14,1,"9",0
938374,941,4,15,1,"-2",0
938375,941,4,16,1,"8",0
938376,941,4,17,1,"3",0
938377,941,4,18,1,"3",0
938378,941,4,19,6,"5",0
938379,941,4,20,1,"12",0
938380,941,4,21,1,"11",0
938381,941,4,22,1,"4",0
938382,941,4,23,1,"2",0
938383,941,4,24,1,"1",0
938384,941,4,25,1,"5",0
938385,941,4,26,1,"4",0
938386,941,4,27,1,"3",0
938387,941,4,28,1,"3",0
938388,941,4,29,1,"3",0
938389,941,4,30,1,"3",0
938390,941,4,31,1,"7",0
938391,941,4,32,1,"1",0
938392,941,4,33,7,"5",0
938393,941,4,34,1,"0",0
938394,941,4,35,1,"6",0
938395,941,4,36,1,"2",0
938396,941,4,37,1,"-1",0
938397,941,4,38,1,"3",0
938398,941,4,39,1,"3",0
938399,941,5,10,4,"0",0
938400,941,5,11,1,"35",1
938401,941,5,12,1,"22",1
938402,941,5,13,7,"10",0
938403,941,5,14,1,"16",0
938404,941,5,15,1,"2",0
938405,941,5,16,7,"10",0
938406,941,5,17,5,"-2",0
938407,941,5,18,5,"13",0
938408,941,5,19,6,"5",0
938409,941,5,20,1,"16",0
938410,941,5,21,1,"18",0
938411,941,5,22,1,"8",0
938412,941,5,23,1,"19",0
938413,941,5,24,1,"13",0
938414,941,5,25,1,"-2",0
938415,941,5,26,1,"16",0
938416,941,5,27,1,"2",0
938417,941,5,28,1,"2",0
938418,941,5,29,7,"5",0
938419,941,5,30,1,"7",0
938420,941,5,31,1,"11",0
938421,941,5,32,1,"6",1
938422,941,5,33,1,"5",0
938423,941,5,34,1,"4",0
938424,941,5,35,4,"0",0
938425,941,5,36,1,"0",0
938426,941,5,37,1,"14",0
938427,941,5,38,1,"9",0
938428,941,5,39,21,"10",1
938429,941,6,10,3,"0",0
938430,941,6,11,6,"5",0
938431,941,6,12,1,"12",0
938432,941,6,13,1,"11",0
938433,941,6,14,4,"0",0
938434,941,6,15,1,"11",0
938435,941,6,16,7,"10",0
938436,941,6,17,7,"5",0
938437,941,6,18,6,"5X",0
938438,941,6,19,4,"0",0
938439,941,6,20,4,"0",0
938440,941,6,21,1,"10",0
938441,941,6,22,1,"3",0
938442,941,6,23,1,"13",1
938443,941,6,24,1,"9",0
938444,941,6,25,1,"7",0
938445,941,6,26,1,"4",0
938446,941,6,27,1,"15",0
938447,941,6,28,4,"0",0
938448,941,6,29,8,"5",0
938449,941,6,30,1,"1",0
938450,941,6,31,1,"6",0
938451,941,6,32,1,"8",0
938452,941,6,33,1,"5",0
938453,941,6,34,1,"15",0
938454,941,6,35,4,"0",0
938455,941,6,36,4,"0",0
938456,941,6,37,4,"0",0
938457,941,6,38,1,"2",1
938458,941,6,39,1,"6",1
938459,941,7,10,4,"0",0
938460,941,7,11,3,"0",0
938461,941,7,12,6,"15",0
938462,941,7,13,8,"13",0
938463,941,7,14,1,"28",0
938464,941,7,15,1,"11",0
938465,941,7,16,7,"5",0
938466,941,7,17,9,"11",0
938467,941,7,18,7,"10",0
938468,941,7,19,9,"14",0
938469,941,7,20,6,"5",0
938470,941,7,21,4,"0",0
938471,941,7,22,1,"18",0
938472,941,7,23,4,"0",0
938473,941,7,24,4,"0",0
938474,941,7,25,4,"0",0
938475,941,7,26,6,"5X",0
938476,941,7,27,1,"23",1
938477,941,7,28,1,"15",0
938478,941,7,29,1,"45",0
938479,941,7,30,1,"21",0
938480,941,7,31,4,"0",0
938481,941,7,32,1,"12",0
938482,941,7,33,1,"14",0
938483,941,7,34,1,"13",0
938484,941,7,35,4,"0",0
938485,941,7,36,1,"17",0
938486,941,7,37,1,"20",0
938487,941,7,38,4,"0",0
938488,941,7,39,1,"27",0
938489,941,8,10,7,"5",0
938490,941,8,11,6,"15",0
938491,941,8,12,7,"10",0
938492,941,8,13,1,"55",0
938493,941,8,14,1,"21",0
938494,941,8,15,1,"23",0
938495,941,8,16,9,"36",0
938496,941,8,17,21,"10",1
938497,941,8,18,2,"99",0
938498,941,8,19,6,"5",0
938499,941,8,20,4,"0",0
938500,941,8,21,4,"0",0
938501,941,8,22,4,"0",0
938502,941,8,23,8,"28",0
938503,941,8,24,1,"36",0
938504,941,8,25,1,"25",0
938505,941,8,26,1,"20",1
938506,941,8,27,9,"18",0
938507,941,8,28,4,"0",0
938508,941,8,29,3,"0",0
938509,941,8,30,9,"41",0
938510,941,8,31,4,"0",0
938511,941,8,32,4,"0",0
938512,941,8,33,4,"0",0
938513,941,8,34,4,"0",0
938514,941,8,35,4,"0",0
938515,941,8,36,1,"41",0
938516,941,8,37,1,"30",0
938517,941,8,38,1,"27",1
938518,941,8,39,6,"5X",0
938519,941,9,10,6,"5",0
938520,941,9,11,6,"15",0
938521,941,9,12,6,"5X",0
938522,941,9,13,1,"18",0
938523,941,9,14,1,"9",1
938524,941,9,15,1,"25",1
938525,941,9,16,4,"0",0
938526,941,9,17,9,"0",0
938527,941,9,18,4,"0",0
938528,941,9,19,3,"0",0
938529,941,9,20,4,"0",0
938530,941,9,21,1,"10",0
938531,941,9,22,1,"12",1
938532,941,9,23,1,"4",0
938533,941,9,24,8,"9",0
938534,941,9,25,1,"11",0
938535,941,9,26,1,"14",0
938536,941,9,27,1,"8",1
938537,941,9,28,1,"20",1
938538,941,9,29,7,"5",0
938539,941,9,30,1,"7",1
938540,941,9,31,1,"17",1
938541,941,9,32,4,"0",0
938542,941,9,33,4,"0",0
938543,941,9,34,4,"0",0
938544,941,9,35,4,"0",0
938545,941,9,36,4,"0",0
938546,941,9,37,1,"15",1
938547,941,9,38,1,"21",0
938548,941,9,39,8,"17",0
938549,941,10,1,1,"0",0
938550,941,10,2,14,"1",0
938551,941,10,3,14,"3",0
938552,941,10,4,14,"6",0
938553,941,10,5,14,"-2",0
938554,941,11,1,14,"2",0
938555,941,11,2,1,"0",0
938556,941,11,3,14,"6",0
938557,941,11,4,14,"8",0
938558,941,11,5,1,"27",0
938559,941,12,1,1,"0",0
938560,941,12,2,14,"5",0
938561,941,12,3,1,"0",0
938562,941,12,4,1,"-4",0
938563,941,12,5,14,"-5",0
938564,941,13,1,1,"0",0
938565,941,13,2,14,"3",0
938566,941,13,3,14,"4",0
938567,941,13,4,14,"0",0
938568,941,13,5,1,"0",0
938569,941,14,1,14,"6",0
938570,941,14,2,1,"0",0
938571,941,14,3,14,"0",0
938572,941,14,4,1,"0",0
938573,941,14,5,5,"0",0
938574,941,15,1,1,"0",0
938575,941,15,2,1,"3",0
938576,941,15,3,4,"0",0
938577,941,15,4,3,"0",0
938578,941,15,5,14,"12",0
938579,941,16,1,1,"0",0
938580,941,16,2,1,"-5",0
938581,941,16,3,14,"14",0
938582,941,16,4,3,"0",0
938583,941,16,5,4,"0",0
938584,941,17,1,4,"0",0
938585,941,17,2,1,"0",0
938586,941,17,3,14,"28",0
938587,941,17,4,3,"0",0
938588,941,17,5,3,"0",0
938589,941,18,1,1,"-3",0
938590,941,18,2,1,"0",0
938591,941,18,3,14,"16",0
938592,941,18,4,3,"0",0
938593,941,18,5,5,"4",0
938594,941,19,1,1,"-3",0
938595,941,19,2,1,"0",0
938596,941,19,3,14,"1",0
938597,941,19,4,14,"-1",0
938598,941,19,5,14,"-2",0
938599,941,20,1,1,"-3",0
938600,941,20,2,1,"-2",0
938601,941,20,3,14,"-1",0
938602,941,20,4,1,"0",0
938603,941,20,5,14,"-2",0
938604,941,21,1,1,"0",0
938605,941,21,2,14,"1",0
938606,941,21,3,14,"8",0
938607,941,21,4,1,"0",0
938608,941,21,5,1,"7",0
938609,941,22,1,14,"3",0
938610,941,22,2,14,"4",0
938611,941,22,3,1,"0",0
938612,941,22,4,14,"1",0
938613,941,22,5,1,"0",0
938614,941,23,1,1,"0",0
938615,941,23,2,1,"0",0
938616,941,23,3,1,"5",0
938617,941,23,4,1,"-3",0
938618,941,23,5,5,"0",0
938619,941,24,1,1,"0",0
938620,941,24,2,1,"0",0
938621,941,24,3,14,"6",0
938622,941,24,4,4,"0",0
938623,941,24,5,3,"0",0
938624,941,25,1,1,"0",0
938625,941,25,2,1,"0",0
938626,941,25,3,14,"17",0
938627,941,25,4,3,"0",0
938628,941,25,5,4,"0",0
938629,941,26,1,1,"0",0
938630,941,26,2,14,"21",0
938631,941,26,3,4,"0",0
938632,941,26,4,16,"99",0
938633,941,26,5,1,"31",0
938634,941,27,1,1,"0",0
938635,941,27,2,1,"-2",0
938636,941,27,3,1,"0",0
938637,941,27,4,14,"14",0
938638,941,27,5,3,"0",0
938639,941,28,1,14,"2",0
938640,941,28,2,1,"-1",0
938641,941,28,3,14,"2",0
938642,941,28,4,14,"0",0
938643,941,28,5,1,"0",0
938644,941,29,1,14,"3",0
938645,941,29,2,14,"4",0
938646,941,29,3,1,"0",0
938647,941,29,4,14,"-2",0
938648,941,29,5,1,"6",0
938649,941,30,1,14,"-1",0
938650,941,30,2,1,"-3",0
938651,941,30,3,1,"-1",0
938652,941,30,4,14,"-1",0
938653,941,30,5,14,"-1",0
938654,941,31,1,14,"2",0
938655,941,31,2,14,"3",0
938656,941,31,3,1,"0",0
938657,941,31,4,14,"0",0
938658,941,31,5,1,"0",0
938659,941,32,1,1,"0",0
938660,941,32,2,1,"0",0
938661,941,32,3,14,"2",0
938662,941,32,4,1,"-2",0
938663,941,32,5,1,"0",0
938664,941,33,1,1,"0",0
938665,941,33,2,1,"0",0
938666,941,33,3,1,"1",0
938667,941,33,4,4,"0",0
938668,941,33,5,14,"8",0
938669,941,34,1,1,"0",0
938670,941,34,2,14,"14",0
938671,941,34,3,4,"0",0
938672,941,34,4,1,"0",0
938673,941,34,5,16,"99",0
938674,941,35,1,1,"0",0
938675,941,35,2,14,"33",0
938676,941,35,3,1,"0",0
938677,941,35,4,4,"0",0
938678,941,35,5,16,"99",0
938679,941,36,1,1,"0",0
938680,941,36,2,1,"0",0
938681,941,36,3,14,"9",0
938682,941,36,4,4,"0",0
938683,941,36,5,5,"4",0
938684,941,37,1,1,"0",0
938685,941,37,2,1,"0",0
938686,941,37,3,14,"2",0
938687,941,37,4,14,"3",0
938688,941,37,5,14,"1",0
938689,941,38,1,14,"4",0
938690,941,38,2,1,"0",0
938691,941,38,3,1,"0",0
938692,941,38,4,14,"1",0
938693,941,38,5,1,"7",0
938694,941,39,1,14,"6",0
938695,941,39,2,1,"0",0
938696,941,39,3,1,"3",0
938697,941,39,4,1,"5",0
938698,941,39,5,1,"14",0
938699,941,40,1,1,"0",0
938700,941,40,2,1,"0",0
938701,941,40,3,14,"11",0
938702,941,40,4,14,"0",0
938703,941,40,5,14,"1",0
938704,941,41,1,1,"4",0
938705,941,41,2,1,"-4",0
938706,941,41,3,1,"0",0
938707,941,41,4,5,"0",0
938708,941,41,5,4,"0",0
938709,941,42,1,1,"0",0
938710,941,42,2,14,"3",0
938711,941,42,3,1,"1",0
938712,941,42,4,3,"0",0
938713,941,42,5,9,"13",0
938714,941,43,1,1,"0",0
938715,941,43,2,1,"0",0
938716,941,43,3,4,"0",0
938717,941,43,4,1,"5",0
938718,941,43,5,9,"12",0
938719,941,44,1,1,"0",0
938720,941,44,2,14,"25",0
938721,941,44,3,3,"0",0
938722,941,44,4,9,"20",0
938723,941,44,5,9,"17",0
938724,941,45,1,1,"-4",0
938725,941,45,2,1,"0",0
938726,941,45,3,1,"5",0
938727,941,45,4,9,"16",0
938728,941,45,5,3,"0",0
938729,941,46,1,1,"0",0
938730,941,46,2,14,"4",0
938731,941,46,3,14,"5",0
938732,941,46,4,14,"1",0
938733,941,46,5,1,"0",0
938734,941,47,1,1,"0",0
938735,941,47,2,14,"5",0
938736,941,47,3,14,"8",0
938737,941,47,4,14,"-2",0
938738,941,47,5,14,"0",0
938739,941,48,1,1,"0",0
938740,941,48,2,14,"5",0
938741,941,48,3,14,"3",0
938742,941,48,4,14,"9",0
938743,941,48,5,1,"20",0
938744,941,49,1,14,"3",0
938745,941,49,2,1,"0",0
938746,941,49,3,1,"1",0
938747,941,49,4,14,"7",0
938748,941,49,5,1,"3",0
938749,941,50,1,1,"2",0
938750,941,50,2,1,"0",0
938751,941,50,3,14,"-1",0
938752,941,50,4,4,"0",0
938753,941,50,5,4,"0",0
938754,941,51,1,1,"-5",0
938755,941,51,2,1,"0",0
938756,941,51,3,14,"10",0
938757,941,51,4,1,"15",0
